spf_pass,dkim_pass,dmarc_pass,num_links,num_urgency_keywords,num_link_mismatches,brand_mismatch,embedded_address_mismatch,generic_authority_sender,suspicious_local_part,reply_to_mismatch,homograph_domain,filename,label
0,0,0,1,0,0,0,0,0,0,0,0,legit_02294.93bf98f2c25739805c0e8cae23f9dc55.eml,0
0,0,0,6,0,0,0,0,0,0,0,0,legit_02295.d6c2920e31d10893221d58aa148719c1.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02296.09d0ea0aa1638ab3e2dbbe4aae06b21b.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02297.a0f08a4cc518d9c666dffef38f4b3076.eml,0
0,0,0,4,0,0,0,0,0,0,0,0,legit_02298.501991b65594ba4937fc54a5c23ee1c3.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02299.e0ae6c52e1cd301952051809eb5245ea.eml,0
0,0,0,4,0,0,0,0,0,0,0,0,legit_02300.fbd28368d45456c91e57afc5b5a5817a.eml,0
0,0,0,7,0,0,0,0,0,0,0,0,legit_02301.a12a68c684b8c32e4f93cf6628e9eb5c.eml,0
0,0,0,4,0,0,0,0,0,0,0,0,legit_02302.6b0e60535c666317d676c81aeea21f4f.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02303.7bc2a5bbe2ab0578f966b85eabb3a35b.eml,0
0,0,0,5,0,0,0,0,0,0,0,0,legit_02304.90b0a5f1bd3ab6a9dde682a954ec1734.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02305.7955c4d9b3bc15c0881298fd27e35889.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02306.73f5f4ae7ecc1258584e96b1138987e3.eml,0
0,0,0,2,0,0,0,0,0,0,0,0,legit_02307.d9d5e8536e4c12d3571e099f5fec2d07.eml,0
0,0,0,4,0,0,0,0,0,0,0,0,legit_02308.0fa0a0b2d072a7d8f863c0fe5b34045e.eml,0
0,0,0,4,0,0,0,0,0,0,0,0,legit_02309.cb91e69b3d4d562c5f7f1402fa84f108.eml,0
0,0,0,3,0,0,0,0,0,0,0,0,legit_02310.b23c6ea3aaef834945f3f11c155d238a.eml,0
0,0,0,2,0,0,0,0,0,0,0,0,legit_02311.09366d71e6cc084f7a077d7df92b4287.eml,0
0,0,0,2,0,0,0,0,0,0,0,0,legit_02312.892bf166595db14c451d16204076c24f.eml,0
0,0,0,4,0,0,0,0,0,0,0,0,legit_02313.792888aeb3a4fdd1adcbbb094959714c.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02314.608313fbd690f2d120b68c894333a134.eml,0
0,0,0,1,0,0,0,0,0,0,0,0,legit_02315.b64bfd78655623c6d47856cea12a9182.eml,0
1,1,1,5,1,0,0,0,0,0,0,0,legit_sample.eml,0
1,1,1,9,3,0,0,0,0,0,0,0,legit_sample1.eml,0
1,1,1,6,1,0,0,0,0,0,0,0,Liam-yam invited you to Liam-yam_cruise-webphp.eml,0
1,1,1,6,1,0,0,0,0,0,0,0,Liam-yam invited you to Liam-yam_survAIval.eml,0
1,1,1,4,0,0,0,0,0,0,0,0,New privacy settings for Search services.eml,0
1,1,1,4,0,0,0,0,0,0,0,0,Ollama now supports Cline CLI.eml,0
1,1,1,2,0,0,0,0,0,0,0,0,Ollama session usage at 90%.eml,0
1,1,1,8,0,1,0,0,0,0,0,0,openrouter_auto_ per-request model routing.eml,0
1,1,1,10,0,0,0,0,0,0,0,0,Revisit pdfFiller—We may surprise you!.eml,0
1,1,1,7,0,0,0,0,0,0,0,0,Thank you for joining Ollama.eml,0
1,1,1,10,1,0,0,0,0,0,0,0,Updates to Our Privacy Policy.eml,0
1,1,1,9,1,1,0,0,0,0,0,0,"Use OpenRouter in Cursor, Continue, or Cline.eml",0
1,1,1,12,0,1,0,0,0,0,0,0,Welcome to OpenRouter.eml,0
1,1,1,4,0,0,0,0,0,0,0,0,Your Delivery Receipt (Order #3518890760772743564) from Lalamove (1).eml,0
1,1,1,3,0,0,0,0,0,0,0,0,[GitHub] A first-party GitHub OAuth application has been added to your account.eml,0
0,0,0,0,2,0,0,0,0,0,0,0,phish_0000.eml,1
0,0,0,0,2,0,0,0,0,0,0,0,phish_0001.eml,1
0,0,0,0,2,0,0,0,0,0,0,0,phish_0002.eml,1
0,0,0,0,2,0,0,0,0,0,0,0,phish_0003.eml,1
0,0,0,0,2,0,0,0,0,0,0,0,phish_0004.eml,1
0,0,0,0,0,0,0,0,0,0,0,0,phish_0005.eml,1
0,0,0,0,0,0,0,0,0,0,0,0,phish_0006.eml,1
1,0,1,0,0,0,0,0,0,0,0,0,phish_0007.eml,1
1,0,0,0,1,1,0,0,0,0,0,0,phish_0008.eml,1
1,0,0,0,1,1,0,0,0,0,0,0,phish_0009.eml,1
0,0,0,0,1,0,0,0,0,0,0,0,phish_0010.eml,1
1,1,1,3,0,0,0,0,0,0,0,0,phish_0011.eml,1
1,1,0,2,0,0,0,0,0,0,0,0,phish_0012.eml,1
1,1,1,0,0,5,1,0,0,0,0,0,phish_0013.eml,1
1,1,1,0,1,1,0,0,0,0,0,0,phish_0014.eml,1
1,1,1,0,1,1,0,0,0,0,0,0,phish_0015.eml,1
1,1,0,1,1,0,0,0,0,0,0,0,phish_0016.eml,1
0,0,0,10,0,0,0,0,0,0,0,0,phish_0017.eml,1
0,0,0,10,0,0,0,0,0,0,0,0,phish_0018.eml,1
1,0,0,0,0,0,0,0,0,0,0,0,phish_0019.eml,1
0,0,0,3,1,0,0,0,0,0,0,0,phish_0020.eml,1
1,1,0,2,0,0,0,0,0,0,0,0,phish_0021.eml,1
0,0,0,1,1,0,0,0,0,0,0,0,phish_0022.eml,1
1,1,1,1,0,0,0,0,0,0,0,0,phish_0023.eml,1
0,0,0,1,0,0,0,0,0,0,0,0,phish_0024.eml,1
0,0,0,1,1,0,0,0,1,0,1,1,phish_0025.eml,1
0,0,0,1,2,1,0,0,0,0,0,0,phish_0026.eml,1
1,1,1,0,2,0,0,0,0,0,0,0,phish_0027.eml,1
1,1,1,3,0,0,0,0,0,0,0,0,phish_0028.eml,1
1,1,0,6,0,0,0,0,0,0,0,0,phish_0029.eml,1
0,0,0,0,0,1,0,0,0,0,0,0,phish_0030.eml,1
1,0,0,32,0,0,0,0,0,0,0,0,phish_0031.eml,1
1,1,0,0,0,0,0,0,0,0,0,0,phish_0032.eml,1
1,1,0,3,0,0,0,0,0,0,0,0,phish_0033.eml,1
0,0,0,0,1,0,0,0,0,0,0,0,phish_0034.eml,1
0,0,0,0,1,3,0,0,0,0,0,0,phish_0035.eml,1
1,1,1,0,0,1,0,0,0,0,0,0,phish_0036.eml,1
0,0,0,0,1,3,0,0,0,0,0,0,phish_0037.eml,1
0,0,0,3,0,0,0,0,0,0,0,0,phish_0038.eml,1
1,1,0,1,1,1,0,0,0,0,0,0,phish_0039.eml,1
1,1,0,1,1,1,0,0,0,0,0,0,phish_0040.eml,1
1,1,1,2,0,0,0,0,0,0,0,0,phish_0041.eml,1
1,1,0,0,0,0,0,0,0,0,0,0,phish_0042.eml,1
0,0,0,1,0,0,0,0,0,0,0,0,phish_0043.eml,1
1,1,1,0,0,0,1,0,0,0,0,0,phish_0044.eml,1
0,0,0,2,1,0,0,0,0,0,0,0,phish_0045.eml,1
1,1,0,1,0,0,0,0,1,0,0,0,phish_0046.eml,1
1,1,0,1,0,0,0,0,1,0,0,0,phish_0047.eml,1
1,1,0,31,0,0,0,0,1,1,0,0,phish_0048.eml,1
1,1,0,31,0,0,0,0,1,1,0,0,phish_0049.eml,1
1,1,0,31,0,0,0,0,1,1,0,0,phish_0050.eml,1
1,1,0,31,0,0,0,0,1,1,0,0,phish_0051.eml,1
0,0,0,0,0,1,1,0,0,0,0,0,phish_0052.eml,1
1,1,0,4,2,0,0,0,1,1,0,0,phish_0053.eml,1
1,1,0,2,0,0,0,0,1,1,0,0,phish_0054.eml,1
1,1,0,2,0,0,0,0,1,1,0,0,phish_0055.eml,1
1,1,1,1,1,0,0,0,0,0,0,0,phish_0056.eml,1
0,0,0,2,0,0,0,0,0,0,0,0,phish_0057.eml,1
1,1,0,1,0,0,1,0,1,1,0,0,phish_0058.eml,1
1,1,0,2,0,0,0,0,1,0,0,0,phish_0059.eml,1
0,1,0,0,0,0,0,0,0,0,0,0,phish_0060.eml,1
1,0,0,31,0,0,0,0,1,0,0,0,phish_0061.eml,1
0,0,0,0,0,0,0,0,0,0,0,0,phish_0062.eml,1
0,0,0,2,0,0,0,0,0,0,0,0,phish_0063.eml,1
0,0,0,2,0,0,0,0,1,0,0,0,phish_0064.eml,1
1,1,0,1,0,0,0,0,1,0,0,0,phish_0065.eml,1
1,1,0,1,0,0,0,0,1,0,0,0,phish_0066.eml,1
1,1,0,1,0,0,1,0,0,0,0,0,phish_0067.eml,1
1,1,0,1,0,0,0,0,1,1,0,0,phish_0068.eml,1
1,1,0,0,0,0,0,0,0,0,0,0,phish_0069.eml,1
0,0,0,0,0,0,0,0,0,0,0,0,phish_0070.eml,1
1,1,0,31,0,0,0,0,1,1,0,0,phish_0071.eml,1
1,1,0,0,0,0,0,0,0,0,0,0,phish_0072.eml,1
1,1,1,2,0,0,0,0,0,0,0,0,phish_0073.eml,1
0,0,0,0,0,0,0,0,0,0,0,0,phish_0074.eml,1
1,0,0,3,0,0,0,0,0,0,0,0,phish_0075.eml,1
1,1,0,0,0,0,0,0,0,0,0,0,phish_0076.eml,1
1,1,0,0,0,0,0,1,0,0,1,0,phish_0077.eml,1
0,0,0,2,1,0,0,0,0,0,0,0,phish_0078.eml,1
1,1,0,0,0,0,0,0,0,0,0,0,phish_0079.eml,1
0,0,0,0,1,0,0,0,0,0,0,0,phish_0080.eml,1
0,0,0,0,0,0,0,0,0,0,0,0,phish_0081.eml,1
1,1,1,3,2,0,0,0,0,0,0,0,phish_0082.eml,1
1,0,0,1,1,0,0,0,1,0,0,0,phish_0083.eml,1
1,1,1,1,0,0,0,0,0,0,0,0,phish_0084.eml,1
1,1,1,1,0,0,0,0,0,0,0,0,phish_0085.eml,1
1,1,0,2,0,0,0,0,0,0,0,0,phish_0086.eml,1
0,1,0,1,0,0,0,0,0,0,0,0,phish_0087.eml,1
1,1,0,1,0,0,1,0,1,1,0,0,phish_0088.eml,1
0,0,0,2,0,0,0,0,0,0,0,0,phish_0089.eml,1
0,0,0,2,0,0,0,0,0,0,0,0,phish_0090.eml,1
0,0,0,2,0,0,0,0,0,0,0,0,phish_0091.eml,1
0,0,0,0,0,0,0,0,0,0,0,0,phish_0092.eml,1
1,1,0,3,0,0,0,0,0,1,0,0,phish_0093.eml,1
0,1,1,1,0,0,0,0,1,0,0,0,phish_0094.eml,1
0,0,0,1,0,0,0,0,0,0,0,0,phish_0095.eml,1
1,1,0,3,0,0,0,0,0,1,0,0,phish_0096.eml,1
1,0,1,1,0,0,0,0,0,0,0,0,phish_0097.eml,1
1,0,0,3,0,0,0,0,0,0,0,0,phish_0098.eml,1
0,0,0,0,0,0,1,0,0,0,0,0,phish_0099.eml,1
1,1,1,3,1,0,0,0,0,0,0,0,phish_0100.eml,1
1,0,0,3,0,0,0,0,0,0,0,0,phish_0101.eml,1
1,1,0,4,0,2,0,0,0,0,0,0,phish_0102.eml,1
1,1,1,0,0,0,0,0,0,0,1,0,phish_0103.eml,1
1,1,0,1,0,0,1,0,0,0,0,0,phish_0104.eml,1
0,1,0,2,0,0,0,0,1,0,0,0,phish_0105.eml,1
1,0,1,0,0,0,0,0,0,0,0,0,phish_0106.eml,1
1,1,1,1,0,0,0,0,0,0,0,0,phish_0107.eml,1
1,1,0,3,0,0,0,0,0,0,0,0,phish_0108.eml,1
1,1,0,2,0,0,0,0,0,0,0,0,phish_0109.eml,1
1,1,0,2,0,0,0,0,1,1,0,0,phish_0110.eml,1
1,1,0,2,0,0,0,0,1,1,0,0,phish_0111.eml,1
1,1,0,2,0,0,0,0,1,1,0,0,phish_0112.eml,1
1,1,0,2,0,0,0,0,1,0,0,0,phish_0113.eml,1
1,0,1,2,0,0,0,0,0,0,0,0,phish_0114.eml,1
1,1,1,2,0,0,1,0,0,0,0,0,phish_0115.eml,1
1,1,0,5,0,0,0,0,0,0,0,0,phish_0116.eml,1
1,0,0,3,0,0,0,0,0,0,0,0,phish_0117.eml,1
1,1,0,5,0,0,0,0,0,0,0,0,phish_0118.eml,1
0,0,0,0,1,0,0,0,0,0,0,0,phish_0119.eml,1
1,1,0,0,0,0,0,0,0,0,0,0,phish_0120.eml,1
1,1,0,8,0,0,0,0,0,0,0,0,phish_0121.eml,1
1,1,0,5,0,0,0,0,1,0,0,0,phish_0122.eml,1
1,1,0,5,0,0,0,0,1,0,0,0,phish_0123.eml,1
1,1,1,0,0,0,1,0,0,0,0,0,phish_0124.eml,1
0,0,0,3,0,0,0,0,0,0,1,0,phish_0125.eml,1
1,1,1,2,0,0,0,0,0,0,0,0,phish_0126.eml,1
1,1,0,8,0,0,0,0,0,0,0,0,phish_0127.eml,1
1,1,0,2,0,0,1,0,0,0,0,0,phish_0128.eml,1
1,1,0,2,0,0,1,0,0,0,0,0,phish_0129.eml,1
1,1,0,2,0,0,0,0,1,0,0,0,phish_0130.eml,1
1,1,0,3,0,0,0,0,0,0,0,0,phish_0131.eml,1
1,1,0,2,0,0,0,0,1,0,0,0,phish_0132.eml,1
1,1,0,2,0,0,0,0,0,0,0,0,phish_0133.eml,1
0,0,0,4,0,0,0,0,1,0,0,0,phish_0134.eml,1
0,0,0,0,0,0,0,0,0,0,0,0,phish_0135.eml,1
0,0,0,4,0,0,0,0,1,0,0,0,phish_0136.eml,1
0,0,0,0,0,0,0,0,0,0,0,0,phish_0137.eml,1
0,0,0,0,0,0,0,0,1,0,0,0,phish_0138.eml,1
0,0,0,95,0,0,0,0,1,0,0,0,phish_0139.eml,1
1,1,1,3,3,0,0,0,0,0,0,0,phish_0140.eml,1
1,0,1,3,0,0,0,0,0,0,0,0,phish_0141.eml,1
0,0,0,4,0,0,0,0,0,0,0,0,phish_0142.eml,1
1,1,1,3,0,0,0,0,0,0,0,0,phish_0143.eml,1
1,0,0,2,0,0,0,0,0,0,1,0,phish_0144.eml,1
1,1,1,2,0,0,0,0,0,0,0,0,phish_0145.eml,1
1,1,1,1,0,0,0,0,1,0,0,0,phish_0146.eml,1
1,1,0,2,0,0,0,0,0,0,0,0,phish_0147.eml,1
1,1,0,2,0,0,0,0,0,0,0,0,phish_0148.eml,1
1,1,0,1,0,0,0,0,1,0,0,0,phish_0149.eml,1
1,1,1,3,1,0,0,0,0,0,0,0,phish_0150.eml,1
1,1,0,3,1,0,0,0,0,0,0,0,phish_0151.eml,1
1,0,0,4,2,0,0,0,0,0,0,0,phish_0152.eml,1
0,1,1,13,0,0,0,0,1,0,0,0,phish_0153.eml,1
0,1,1,13,0,0,0,0,1,0,0,0,phish_0154.eml,1
1,1,1,4,0,0,0,0,0,0,0,0,phish_0155.eml,1
1,1,0,2,2,0,1,0,0,0,0,0,phish_0156.eml,1
1,1,0,2,2,0,1,0,0,0,0,0,phish_0157.eml,1
1,1,0,2,2,0,1,0,0,0,0,0,phish_0158.eml,1
1,1,1,4,0,0,0,0,1,0,0,0,phish_0159.eml,1
0,0,0,4,1,0,0,0,1,0,1,0,phish_0160.eml,1
0,0,0,2,0,0,0,0,0,0,0,0,phish_0161.eml,1
1,1,0,4,0,0,0,0,1,0,0,0,phish_0162.eml,1
1,1,0,0,0,0,0,0,0,0,0,0,phish_0163.eml,1
1,1,1,1,0,0,0,0,0,0,0,0,phish_0164.eml,1
0,0,0,0,0,0,0,0,0,0,0,0,phish_0165.eml,1
0,0,0,0,1,0,0,0,0,0,0,0,phish_0166.eml,1
1,1,0,7,0,0,0,0,1,1,0,0,phish_0167.eml,1
0,0,0,0,0,0,0,0,0,0,0,0,phish_0168.eml,1
1,1,0,4,0,0,0,0,1,0,0,0,phish_0169.eml,1
1,1,1,3,1,0,0,0,0,0,0,0,phish_0170.eml,1
0,1,1,1,0,0,0,0,1,0,0,0,phish_0171.eml,1
0,0,0,0,1,0,0,0,0,0,0,0,phish_0172.eml,1
1,1,0,4,0,0,0,0,1,0,0,0,phish_0173.eml,1
0,0,0,0,0,0,1,0,0,0,0,0,phish_0174.eml,1
1,1,0,0,0,0,0,0,1,0,0,0,phish_0175.eml,1
1,1,0,0,0,0,0,0,1,0,0,0,phish_0176.eml,1
1,1,1,0,0,0,0,0,1,0,0,0,phish_0177.eml,1
1,1,1,1,1,0,0,0,1,0,0,0,phish_0178.eml,1
1,1,0,31,0,0,0,0,1,0,0,0,phish_0179.eml,1
1,1,0,0,0,0,0,1,0,0,0,0,phish_0180.eml,1
1,1,0,5,0,0,1,0,0,1,0,0,phish_0181.eml,1
1,1,0,1,0,0,0,0,1,1,0,0,phish_0182.eml,1
1,1,0,6,0,0,0,0,0,1,0,0,phish_0183.eml,1
1,1,1,1,0,0,0,0,0,0,0,0,phish_0184.eml,1
1,1,1,3,0,0,0,0,0,0,0,0,phish_0185.eml,1
1,1,1,3,0,0,1,0,1,0,0,0,phish_0186.eml,1
0,0,0,1,0,0,0,0,0,0,0,0,phish_0187.eml,1
1,1,0,1,1,0,0,0,0,0,0,0,phish_0188.eml,1
0,0,0,0,0,0,0,0,0,0,0,0,phish_0189.eml,1
1,1,1,2,1,0,0,0,0,0,0,0,phish_0190.eml,1
0,0,0,1,0,0,0,0,0,0,0,0,phish_0191.eml,1
1,1,0,5,0,0,0,0,1,0,0,0,phish_0192.eml,1
1,1,0,0,1,0,0,0,0,0,0,0,phish_0193.eml,1
1,0,0,2,0,0,0,0,0,0,0,0,phish_0194.eml,1
1,1,0,0,1,2,0,0,0,0,0,0,phish_0195.eml,1
1,1,1,5,0,0,0,0,1,1,0,0,phish_0196.eml,1
1,1,1,1,0,0,0,0,0,0,0,0,phish_0197.eml,1
1,1,1,1,0,0,0,0,0,0,0,0,phish_0198.eml,1
1,1,1,1,0,0,0,0,0,0,0,0,phish_0199.eml,1
